pan ID	D39	D39V	EF3030	Hungary19A-6	TIGR4	670-6B	6A-10	70585	A026	A66	AP200	ASP0581	ATCC 49619	ATCC 700669	BM6001	BVJ1JL	CGSP14	G54	gamPNI0373	HU-OH	Hu15	Hu17	INV104	INV200	JJA	MDRSPN001	NCTC7465	NCTC7466	NU83127	OXC141	P1031	R6	SP49	SPN032672	SPN034156	SPN034183	SPN994038	SPN994039	SPNA45	ST556	Taiwan19F-14	TCH8431/19A	Xen35
PNEUPAN001339000	SPD_RS02330	SPV_RS02325	EF3030_RS02305	SPH_RS02875	SP_RS02380	SP670_RS02790	HKM25_RS02375	SP70585_RS02675	T308_RS02350	A66_RS02260	SPAP_RS02410	EL334_RS02515	EL263_RS02505	SPN23F_RS02255	ODS73_RS02760	JN057_RS02470	SPCG_RS02425	SPG_RS02220	HMPREF1038_RS02550	EL271_RS02265	SPNHU15_RS02600	SPNHU17_RS02530	INV104_RS02375	SPNINV200_RS02280	SPJ_RS02290	MDRSPN_RS02235	AT689_RS00150	DQM66_RS02330	EL277_RS02475	SPNOXC_RS02445	SPP_RS02505	SPR_RS02190	BMJ42_RS02960	SPN032672_RS08620	SPN034156_RS08385	SPN034183_RS02455	SPN994038_RS02380	SPN994039_RS02375	SPNA45_RS08905	MYY_RS02815	SPT_RS02605	HMPREF0837_RS03770	CXP32_RS02435
PNEUPAN001340000	SPD_RS11155	SPV_RS11175	EF3030_RS11155	SPH_RS02880	SP_RS02385	SP670_RS14110	HKM25_RS02380	SP70585_RS02680	T308_RS12585	A66_RS02265	SPAP_RS13150	EL334_RS12100	EL263_RS11280	SPN23F_RS13225	ODS73_RS02765	JN057_RS02475	SPCG_RS13285	SPG_RS02225	HMPREF1038_RS12710	EL271_RS11375			INV104_RS02380	SPNINV200_RS12655	SPJ_RS02295	MDRSPN_RS10900	AT689_RS00145	DQM66_RS10995	EL277_RS11690	SPNOXC_RS02450	SPP_RS13025	SPR_RS02195	BMJ42_RS12950	SPN032672_RS08625	SPN034156_RS12370	SPN034183_RS02460	SPN994038_RS02385	SPN994039_RS02380	SPNA45_RS08900	MYY_RS12975	SPT_RS02610	HMPREF0837_RS12640	CXP32_RS11645
PNEUPAN001341000	SPD_RS02335	SPV_RS02330	EF3030_RS02310	SPH_RS02885	SP_RS02390	SP670_RS02800	HKM25_RS02385	SP70585_RS02685	T308_RS02360	A66_RS02270	SPAP_RS02420	EL334_RS02520	EL263_RS02510	SPN23F_RS02265		JN057_RS02480	SPCG_RS02435	SPG_RS02230	HMPREF1038_RS02560	EL271_RS02275	SPNHU15_RS02605	SPNHU17_RS02535	INV104_RS02385	SPNINV200_RS02290	SPJ_RS02300	MDRSPN_RS02240	AT689_RS00140	DQM66_RS02335	EL277_RS02480	SPNOXC_RS02455	SPP_RS02515	SPR_RS02200	BMJ42_RS02970	SPN032672_RS08630	SPN034156_RS08395	SPN034183_RS02465	SPN994038_RS02390	SPN994039_RS02385	SPNA45_RS08895	MYY_RS02825	SPT_RS02615	HMPREF0837_RS03780	CXP32_RS02440
PNEUPAN001342000															ODS73_RS02770																												
PNEUPAN001343000	SPD_RS02340	SPV_RS02335	EF3030_RS02315	SPH_RS02890	SP_RS02395	SP670_RS02805	HKM25_RS02390	SP70585_RS02690	T308_RS02365	A66_RS02275	SPAP_RS02425	EL334_RS02525	EL263_RS02515	SPN23F_RS02270		JN057_RS02485	SPCG_RS02440	SPG_RS02235	HMPREF1038_RS02565	EL271_RS02280	SPNHU15_RS02610	SPNHU17_RS02540	INV104_RS02390	SPNINV200_RS02295	SPJ_RS02305	MDRSPN_RS02245	AT689_RS00135	DQM66_RS02340	EL277_RS02485	SPNOXC_RS02460	SPP_RS02520	SPR_RS02205	BMJ42_RS02975	SPN032672_RS08635	SPN034156_RS08400	SPN034183_RS02470	SPN994038_RS02395	SPN994039_RS02390	SPNA45_RS08890	MYY_RS02830	SPT_RS02620	HMPREF0837_RS03785	CXP32_RS02445
PNEUPAN001344000	SPD_RS02345	SPV_RS02340	EF3030_RS02320	SPH_RS02895	SP_RS02400	SP670_RS02810	HKM25_RS02395	SP70585_RS02695	T308_RS02370	A66_RS02280	SPAP_RS02430	EL334_RS02530	EL263_RS02520	SPN23F_RS02275		JN057_RS02490	SPCG_RS02445	SPG_RS02240	HMPREF1038_RS02570	EL271_RS02285	SPNHU15_RS02615	SPNHU17_RS02545	INV104_RS02395	SPNINV200_RS02300	SPJ_RS02310	MDRSPN_RS02250	AT689_RS00130	DQM66_RS02345	EL277_RS02490	SPNOXC_RS02465	SPP_RS02525	SPR_RS02210	BMJ42_RS02980	SPN032672_RS08640	SPN034156_RS08405	SPN034183_RS02475	SPN994038_RS02400	SPN994039_RS02395	SPNA45_RS08885	MYY_RS02835	SPT_RS02625	HMPREF0837_RS03790	CXP32_RS02450
PNEUPAN001345000	SPD_RS02350	SPV_RS02345	EF3030_RS02325	SPH_RS02900	SP_RS02405	SP670_RS02815	HKM25_RS02400	SP70585_RS02700	T308_RS02375	A66_RS02285	SPAP_RS02435	EL334_RS02535	EL263_RS02525	SPN23F_RS02280		JN057_RS02495	SPCG_RS02450	SPG_RS02245	HMPREF1038_RS02575	EL271_RS02290	SPNHU15_RS02620	SPNHU17_RS02550	INV104_RS02400	SPNINV200_RS02305	SPJ_RS02315	MDRSPN_RS02255	AT689_RS00125	DQM66_RS02350	EL277_RS02495	SPNOXC_RS02470	SPP_RS02530	SPR_RS02215	BMJ42_RS02985	SPN032672_RS08645	SPN034156_RS08410	SPN034183_RS02480	SPN994038_RS02405	SPN994039_RS02400	SPNA45_RS08880	MYY_RS02840	SPT_RS02630	HMPREF0837_RS03795	CXP32_RS02455
PNEUPAN001346000	SPD_RS02355	SPV_RS02350	EF3030_RS02330	SPH_RS02905	SP_RS02410	SP670_RS02820	HKM25_RS02405	SP70585_RS02705	T308_RS02380	A66_RS02290	SPAP_RS02440	EL334_RS02540	EL263_RS02530	SPN23F_RS02285		JN057_RS02500	SPCG_RS02455	SPG_RS02250	HMPREF1038_RS02580	EL271_RS02295	SPNHU15_RS02625	SPNHU17_RS02555	INV104_RS02405	SPNINV200_RS02310	SPJ_RS02320	MDRSPN_RS02260	AT689_RS00120	DQM66_RS02355	EL277_RS02500	SPNOXC_RS02475	SPP_RS02535	SPR_RS02220	BMJ42_RS02990	SPN032672_RS08650	SPN034156_RS08415	SPN034183_RS02485	SPN994038_RS02410	SPN994039_RS02405	SPNA45_RS08875	MYY_RS02845	SPT_RS02635	HMPREF0837_RS03800	CXP32_RS02460
PNEUPAN001347000																							INV104_RS02410											SPN032672_RS08655									
PNEUPAN001348000																							INV104_RS13125											SPN032672_RS13350									
PNEUPAN001349000																							INV104_RS02415											SPN032672_RS08660									
PNEUPAN001350000																							INV104_RS02420											SPN032672_RS08665									
PNEUPAN001351000																							INV104_RS13570																				
PNEUPAN001352000																							INV104_RS13575											SPN032672_RS08670									
PNEUPAN001353000																							INV104_RS02430											SPN032672_RS08675									
PNEUPAN001354000																							INV104_RS12670											SPN032672_RS12975									
PNEUPAN001355000	SPD_RS02360	SPV_RS02355	EF3030_RS02335	SPH_RS02910	SP_RS02415	SP670_RS02825	HKM25_RS02410	SP70585_RS02710	T308_RS02385	A66_RS02295	SPAP_RS02445	EL334_RS02545	EL263_RS02535	SPN23F_RS02290		JN057_RS02505	SPCG_RS02460	SPG_RS02255	HMPREF1038_RS02585	EL271_RS02300	SPNHU15_RS02630	SPNHU17_RS02560	INV104_RS02435	SPNINV200_RS02315	SPJ_RS02325	MDRSPN_RS02265	AT689_RS00115	DQM66_RS02360	EL277_RS02505	SPNOXC_RS02480	SPP_RS02540	SPR_RS02225	BMJ42_RS02995	SPN032672_RS08680	SPN034156_RS08420	SPN034183_RS02490	SPN994038_RS02415	SPN994039_RS02410	SPNA45_RS08870	MYY_RS02850	SPT_RS02640	HMPREF0837_RS03805	CXP32_RS02465
PNEUPAN001356000	SPD_RS02365	SPV_RS02360	EF3030_RS02340	SPH_RS02915	SP_RS02420	SP670_RS02830	HKM25_RS02415	SP70585_RS02715	T308_RS02390	A66_RS02300	SPAP_RS02450	EL334_RS02550	EL263_RS02540	SPN23F_RS02295	ODS73_RS02775	JN057_RS02510	SPCG_RS02465	SPG_RS02260	HMPREF1038_RS02590	EL271_RS02305	SPNHU15_RS02635	SPNHU17_RS02565	INV104_RS02440	SPNINV200_RS02320	SPJ_RS02330	MDRSPN_RS02270	AT689_RS00110	DQM66_RS02365	EL277_RS02510	SPNOXC_RS02485	SPP_RS02545	SPR_RS02230	BMJ42_RS03000	SPN032672_RS08685	SPN034156_RS08425	SPN034183_RS02495	SPN994038_RS02420	SPN994039_RS02415	SPNA45_RS08865	MYY_RS02855	SPT_RS02645	HMPREF0837_RS03810	CXP32_RS02470
PNEUPAN001357000	SPD_RS02370	SPV_RS02365	EF3030_RS02345	SPH_RS02920	SP_RS02425	SP670_RS02835	HKM25_RS02420	SP70585_RS02720	T308_RS02395	A66_RS02305	SPAP_RS02455	EL334_RS02555	EL263_RS02545	SPN23F_RS02300	ODS73_RS02780	JN057_RS02515	SPCG_RS02470	SPG_RS02265	HMPREF1038_RS02595	EL271_RS02310	SPNHU15_RS02640	SPNHU17_RS02570	INV104_RS02445	SPNINV200_RS02325	SPJ_RS02335	MDRSPN_RS02275	AT689_RS00105	DQM66_RS02370	EL277_RS02515	SPNOXC_RS02490	SPP_RS02550	SPR_RS02235	BMJ42_RS03005	SPN032672_RS08690	SPN034156_RS08430	SPN034183_RS02500	SPN994038_RS02425	SPN994039_RS02420	SPNA45_RS08860	MYY_RS02860	SPT_RS02650	HMPREF0837_RS03815	CXP32_RS02475
PNEUPAN001358000					SP_RS13595	SP670_RS14460		SP70585_RS14125		A66_RS12735	SPAP_RS13825	EL334_RS12485		SPN23F_RS14075		JN057_RS11530		SPG_RS13055	HMPREF1038_RS13385	EL271_RS11915			INV104_RS13950		SPJ_RS13535		AT689_RS12865		EL277_RS12515		SPP_RS13695		BMJ42_RS13600	SPN032672_RS14015					SPNA45_RS13675				
PNEUPAN001359000	SPD_RS02375	SPV_RS02370	EF3030_RS02350	SPH_RS02930	SP_RS02435	SP670_RS02845	HKM25_RS02425	SP70585_RS02730	T308_RS02405	A66_RS02315	SPAP_RS02465	EL334_RS02560	EL263_RS02550	SPN23F_RS02305	ODS73_RS02785	JN057_RS02520	SPCG_RS02480	SPG_RS02275	HMPREF1038_RS02605	EL271_RS02315	SPNHU15_RS02645	SPNHU17_RS02575	INV104_RS02450	SPNINV200_RS02335	SPJ_RS02345	MDRSPN_RS02280	AT689_RS00095	DQM66_RS02375	EL277_RS02520	SPNOXC_RS02500	SPP_RS02555	SPR_RS02240	BMJ42_RS03015	SPN032672_RS08695	SPN034156_RS08440	SPN034183_RS02510	SPN994038_RS02435	SPN994039_RS02430	SPNA45_RS08850	MYY_RS02870	SPT_RS02660	HMPREF0837_RS03825	CXP32_RS02480
PNEUPAN001360000	SPD_RS02380	SPV_RS02375	EF3030_RS02355	SPH_RS02935	SP_RS02445	SP670_RS02850	HKM25_RS02430	SP70585_RS02735	T308_RS02410	A66_RS02320	SPAP_RS02470	EL334_RS02565	EL263_RS02555	SPN23F_RS02310	ODS73_RS02790	JN057_RS02525	SPCG_RS02485	SPG_RS02280	HMPREF1038_RS02610	EL271_RS02320	SPNHU15_RS02650	SPNHU17_RS02580	INV104_RS02455	SPNINV200_RS02340	SPJ_RS02350	MDRSPN_RS02285	AT689_RS00090	DQM66_RS02380	EL277_RS02525	SPNOXC_RS02505	SPP_RS02560	SPR_RS02245	BMJ42_RS03020	SPN032672_RS08700	SPN034156_RS08445	SPN034183_RS02515	SPN994038_RS02440	SPN994039_RS02435	SPNA45_RS08845	MYY_RS02875	SPT_RS02665	HMPREF0837_RS03830	CXP32_RS02490
PNEUPAN001361000	SPD_RS02385	SPV_RS02380	EF3030_RS02360	SPH_RS02940	SP_RS02450	SP670_RS02855	HKM25_RS02435	SP70585_RS02740	T308_RS02415	A66_RS02325	SPAP_RS02475	EL334_RS02570	EL263_RS02560	SPN23F_RS02315	ODS73_RS02795	JN057_RS02530	SPCG_RS02490	SPG_RS02285	HMPREF1038_RS02615	EL271_RS02325	SPNHU15_RS02655	SPNHU17_RS02585	INV104_RS02460	SPNINV200_RS02345	SPJ_RS02355	MDRSPN_RS02290	AT689_RS00085	DQM66_RS02385	EL277_RS02530	SPNOXC_RS02510	SPP_RS02565	SPR_RS02250	BMJ42_RS03025	SPN032672_RS08705	SPN034156_RS08450	SPN034183_RS02520	SPN994038_RS02445	SPN994039_RS02440	SPNA45_RS08840	MYY_RS02880	SPT_RS02670	HMPREF0837_RS03835	CXP32_RS02495
PNEUPAN001362000																											AT689_RS00080												SPNA45_RS08835				
PNEUPAN001363000																											AT689_RS00075												SPNA45_RS08830				
PNEUPAN001364000																											AT689_RS00070												SPNA45_RS08825				
PNEUPAN001365000																											AT689_RS00065												SPNA45_RS08820				
PNEUPAN001366000																											AT689_RS11195												SPNA45_RS12635				
PNEUPAN001367000																JN057_RS02565			HMPREF1038_RS12305								AT689_RS12730				SPP_RS12560												
PNEUPAN001368000				SPH_RS02970		SP670_RS02885		SP70585_RS02770	T308_RS02445			EL334_RS12715		SPN23F_RS02345	ODS73_RS02830		SPCG_RS02520				SPNHU15_RS02690				SPJ_RS02385		AT689_RS11140													MYY_RS02910		HMPREF0837_RS03865	
PNEUPAN001369000																				EL271_RS02365	SPNHU15_RS02695																						
PNEUPAN001370000			EF3030_RS10690			SP670_RS11730		SP70585_RS11365				EL334_RS11300	EL263_RS10845			JN057_RS10665	SPCG_RS11275	SPG_RS10520								MDRSPN_RS10380	AT689_RS03060			SPNOXC_RS10585			BMJ42_RS11810			SPN034183_RS10600	SPN994038_RS10515	SPN994039_RS10520					
PNEUPAN001371000			EF3030_RS10680			SP670_RS11720		SP70585_RS11355				EL334_RS11290	EL263_RS10835			JN057_RS10655	SPCG_RS11265	SPG_RS10510								MDRSPN_RS10370	AT689_RS03070			SPNOXC_RS10575			BMJ42_RS11800			SPN034183_RS10590	SPN994038_RS10505	SPN994039_RS10510					
PNEUPAN001372000	SPD_RS07625	SPV_RS07620	EF3030_RS07590	SPH_RS08370	SP_RS07940	SP670_RS08395	HKM25_RS08125	SP70585_RS08180	T308_RS07475	A66_RS07175	SPAP_RS08050	EL334_RS08210	EL263_RS07780	SPN23F_RS08185	ODS73_RS08480	JN057_RS07795	SPCG_RS08235	SPG_RS07645	HMPREF1038_RS07800	EL271_RS07885	SPNHU15_RS07755	SPNHU17_RS07675	INV104_RS07905	SPNINV200_RS07690	SPJ_RS07505	MDRSPN_RS06985	AT689_RS06045	DQM66_RS07620	EL277_RS08010	SPNOXC_RS07635	SPP_RS08025	SPR_RS07275	BMJ42_RS08575	SPN032672_RS02790	SPN034156_RS02705	SPN034183_RS07655	SPN994038_RS07560	SPN994039_RS07565	SPNA45_RS03570	MYY_RS07910	SPT_RS07700	HMPREF0837_RS08845	CXP32_RS08030
PNEUPAN001373000																						SPNHU17_RS02620																					
PNEUPAN001374000	SPD_RS02445	SPV_RS02440	EF3030_RS02415	SPH_RS02990	SP_RS02500	SP670_RS02905	HKM25_RS02495	SP70585_RS02780	T308_RS02460		SPAP_RS02525	EL334_RS02630	EL263_RS02620	SPN23F_RS02365	ODS73_RS02850	JN057_RS02595	SPCG_RS02530	SPG_RS02340	HMPREF1038_RS02665	EL271_RS02375	SPNHU15_RS02700	SPNHU17_RS02625		SPNINV200_RS02395	SPJ_RS02405	MDRSPN_RS02345	AT689_RS11120	DQM66_RS02445	EL277_RS02590	SPNOXC_RS02560	SPP_RS02615	SPR_RS02305	BMJ42_RS03085		SPN034156_RS08500	SPN034183_RS02575	SPN994038_RS02495	SPN994039_RS02495		MYY_RS02930	SPT_RS02710	HMPREF0837_RS03885	CXP32_RS02555
PNEUPAN001375000	SPD_RS02450	SPV_RS02445	EF3030_RS02420	SPH_RS02995	SP_RS02505	SP670_RS02910	HKM25_RS02500	SP70585_RS02785	T308_RS02465		SPAP_RS02530	EL334_RS02635	EL263_RS02625	SPN23F_RS02370	ODS73_RS02855	JN057_RS02600	SPCG_RS02535	SPG_RS02345	HMPREF1038_RS02670	EL271_RS02380	SPNHU15_RS02705	SPNHU17_RS02630	INV104_RS14050	SPNINV200_RS02400	SPJ_RS02410	MDRSPN_RS02350	AT689_RS11115	DQM66_RS02450	EL277_RS02595	SPNOXC_RS02565	SPP_RS02620	SPR_RS02310	BMJ42_RS03090		SPN034156_RS08505	SPN034183_RS02580	SPN994038_RS02500	SPN994039_RS02500		MYY_RS02935	SPT_RS02715	HMPREF0837_RS03890	CXP32_RS02560
PNEUPAN001376000					SP_RS13600					A66_RS12740	SPAP_RS13830									EL271_RS11920					SPJ_RS13540									SPN032672_RS14020									
PNEUPAN001377000	SPD_RS02460	SPV_RS02455	EF3030_RS02430	SPH_RS03005	SP_RS02515	SP670_RS02920	HKM25_RS02505	SP70585_RS02795	T308_RS02475	A66_RS02360	SPAP_RS02540	EL334_RS02645	EL263_RS02635	SPN23F_RS02380	ODS73_RS02860	JN057_RS02605	SPCG_RS02545	SPG_RS02355	HMPREF1038_RS02680	EL271_RS02390	SPNHU15_RS02710	SPNHU17_RS02635	INV104_RS02510	SPNINV200_RS02410	SPJ_RS02420	MDRSPN_RS02360	AT689_RS11105	DQM66_RS02460	EL277_RS02605	SPNOXC_RS02575	SPP_RS02635	SPR_RS02315	BMJ42_RS03100	SPN032672_RS08755	SPN034156_RS08515	SPN034183_RS02590	SPN994038_RS02510	SPN994039_RS02510	SPNA45_RS08805	MYY_RS02945	SPT_RS02725	HMPREF0837_RS03900	CXP32_RS02570
PNEUPAN001378000	SPD_RS02465	SPV_RS02460	EF3030_RS02435	SPH_RS03010	SP_RS02520	SP670_RS02925	HKM25_RS02510	SP70585_RS02800	T308_RS02480	A66_RS02365	SPAP_RS02545	EL334_RS02650	EL263_RS02640	SPN23F_RS02385	ODS73_RS02865	JN057_RS02610	SPCG_RS02550	SPG_RS02360	HMPREF1038_RS02685	EL271_RS02395	SPNHU15_RS02715	SPNHU17_RS02640	INV104_RS02515	SPNINV200_RS02415	SPJ_RS02425	MDRSPN_RS02365	AT689_RS11100	DQM66_RS02465	EL277_RS02610	SPNOXC_RS02580	SPP_RS02640	SPR_RS02320	BMJ42_RS03105	SPN032672_RS08760	SPN034156_RS08520	SPN034183_RS02595	SPN994038_RS02515	SPN994039_RS02515	SPNA45_RS08800	MYY_RS02950	SPT_RS02730	HMPREF0837_RS03905	CXP32_RS02575
PNEUPAN001379000	SPD_RS02470	SPV_RS02465	EF3030_RS02440	SPH_RS03015	SP_RS02525	SP670_RS02930	HKM25_RS02515	SP70585_RS02805	T308_RS02485	A66_RS02370	SPAP_RS02550	EL334_RS02655	EL263_RS02645	SPN23F_RS02390	ODS73_RS02870	JN057_RS02615	SPCG_RS02555	SPG_RS02365	HMPREF1038_RS02690	EL271_RS02400	SPNHU15_RS02720	SPNHU17_RS02645	INV104_RS02520	SPNINV200_RS02420	SPJ_RS02430	MDRSPN_RS02370	AT689_RS11095	DQM66_RS02470	EL277_RS02615	SPNOXC_RS02585	SPP_RS02645	SPR_RS02325	BMJ42_RS03110	SPN032672_RS08765	SPN034156_RS08525	SPN034183_RS02600	SPN994038_RS02520	SPN994039_RS02520	SPNA45_RS08795	MYY_RS02955	SPT_RS02735	HMPREF0837_RS03910	CXP32_RS02580
PNEUPAN001380000	SPD_RS02475	SPV_RS02470	EF3030_RS02445	SPH_RS03020	SP_RS02530	SP670_RS02935	HKM25_RS02520	SP70585_RS02810	T308_RS02490	A66_RS02375	SPAP_RS02555	EL334_RS02660	EL263_RS02650	SPN23F_RS02395	ODS73_RS02875	JN057_RS02620	SPCG_RS02560	SPG_RS02370	HMPREF1038_RS02695	EL271_RS02405	SPNHU15_RS02725	SPNHU17_RS02650	INV104_RS02525	SPNINV200_RS02425	SPJ_RS02435	MDRSPN_RS02375	AT689_RS11090	DQM66_RS02475	EL277_RS02620	SPNOXC_RS02590	SPP_RS02650	SPR_RS02330	BMJ42_RS03115	SPN032672_RS08770	SPN034156_RS08530	SPN034183_RS02605	SPN994038_RS02525	SPN994039_RS02525	SPNA45_RS08790	MYY_RS02960	SPT_RS02740	HMPREF0837_RS03915	CXP32_RS02585
PNEUPAN001381000	SPD_RS02480	SPV_RS02475		SPH_RS03025		SP670_RS02940	HKM25_RS02525	SP70585_RS02815		A66_RS02380	SPAP_RS02560	EL334_RS02665	EL263_RS02655	SPN23F_RS02400				SPG_RS02375			SPNHU15_RS02730	SPNHU17_RS02655			SPJ_RS02440			DQM66_RS02480	EL277_RS02625			SPR_RS02335	BMJ42_RS03120						SPNA45_RS08785				
PNEUPAN001382000									T308_RS02495						ODS73_RS02880	JN057_RS02625			HMPREF1038_RS02700	EL271_RS02410			INV104_RS02530			MDRSPN_RS02380	AT689_RS11085			SPNOXC_RS02595	SPP_RS02655			SPN032672_RS08775	SPN034156_RS08535	SPN034183_RS02610	SPN994038_RS02530	SPN994039_RS02530		MYY_RS02965	SPT_RS02745	HMPREF0837_RS03920	
PNEUPAN001383000			EF3030_RS11325														SPCG_RS13290							SPNINV200_RS12660																			
PNEUPAN001384000	SPD_RS02485	SPV_RS02480	EF3030_RS02460	SPH_RS03030	SP_RS02540	SP670_RS02945	HKM25_RS02530	SP70585_RS02820	T308_RS02500	A66_RS02385	SPAP_RS02565	EL334_RS02670	EL263_RS02660	SPN23F_RS02405	ODS73_RS02885	JN057_RS02630	SPCG_RS02570	SPG_RS02380	HMPREF1038_RS02705	EL271_RS02415	SPNHU15_RS02735	SPNHU17_RS02660	INV104_RS02535	SPNINV200_RS02435	SPJ_RS02445	MDRSPN_RS02385	AT689_RS11080	DQM66_RS02485	EL277_RS02630	SPNOXC_RS02600	SPP_RS02660	SPR_RS02340	BMJ42_RS03125	SPN032672_RS08780	SPN034156_RS08540	SPN034183_RS02615	SPN994038_RS02535	SPN994039_RS02535	SPNA45_RS08780	MYY_RS02970	SPT_RS02750	HMPREF0837_RS03925	CXP32_RS02595
PNEUPAN001385000					SP_RS13480	SP670_RS14320		SP70585_RS13365	T308_RS08215			EL334_RS12150	EL263_RS11700		ODS73_RS09195	JN057_RS08490	SPCG_RS13905		HMPREF1038_RS12870	EL271_RS11330			INV104_RS12960		SPJ_RS13415	MDRSPN_RS10840	AT689_RS12955		EL277_RS12195	SPNOXC_RS12645			BMJ42_RS13090		SPN034156_RS12230		SPN994038_RS12550	SPN994039_RS12555		MYY_RS08660	SPT_RS08450	HMPREF0837_RS09590	CXP32_RS12425
PNEUPAN001386000			EF3030_RS11330			SP670_RS13795	HKM25_RS02535	SP70585_RS12180	T308_RS02505	A66_RS12100	SPAP_RS12965	EL334_RS02675		SPN23F_RS13365	ODS73_RS02890	JN057_RS02635		SPG_RS12495	HMPREF1038_RS12720	EL271_RS11385			INV104_RS13135	SPNINV200_RS12665	SPJ_RS12990	MDRSPN_RS10825			EL277_RS02635	SPNOXC_RS12155	SPP_RS13030			SPN032672_RS13355	SPN034156_RS12375	SPN034183_RS12165	SPN994038_RS12050	SPN994039_RS12055		MYY_RS02975	SPT_RS02755	HMPREF0837_RS03930	
PNEUPAN001387000	SPD_RS02490	SPV_RS02485	EF3030_RS02470	SPH_RS03035	SP_RS02545	SP670_RS02950	HKM25_RS02540	SP70585_RS02830	T308_RS02510	A66_RS02390	SPAP_RS02570	EL334_RS02680	EL263_RS02665	SPN23F_RS02415	ODS73_RS02895	JN057_RS02640	SPCG_RS02575	SPG_RS02385	HMPREF1038_RS02710	EL271_RS02425	SPNHU15_RS02740	SPNHU17_RS02665	INV104_RS02545	SPNINV200_RS02445	SPJ_RS02455	MDRSPN_RS02390	AT689_RS11075	DQM66_RS02490	EL277_RS02640	SPNOXC_RS02610	SPP_RS02665	SPR_RS02345	BMJ42_RS03135	SPN032672_RS08790	SPN034156_RS08550	SPN034183_RS02625	SPN994038_RS02545	SPN994039_RS02545	SPNA45_RS08775	MYY_RS02980	SPT_RS02760	HMPREF0837_RS03935	CXP32_RS02605
PNEUPAN001388000	SPD_RS02495	SPV_RS02490	EF3030_RS02475	SPH_RS03040	SP_RS02550	SP670_RS02955	HKM25_RS02545	SP70585_RS02835	T308_RS02515	A66_RS02395	SPAP_RS02575	EL334_RS02685	EL263_RS02670	SPN23F_RS02420	ODS73_RS02900	JN057_RS02645	SPCG_RS02580	SPG_RS02390	HMPREF1038_RS02715	EL271_RS02430	SPNHU15_RS02745	SPNHU17_RS02670	INV104_RS02550	SPNINV200_RS02450	SPJ_RS02460	MDRSPN_RS02395	AT689_RS11070	DQM66_RS02495	EL277_RS02645	SPNOXC_RS02615	SPP_RS02670	SPR_RS02350	BMJ42_RS03140	SPN032672_RS08795	SPN034156_RS08555	SPN034183_RS02630	SPN994038_RS02550	SPN994039_RS02550	SPNA45_RS08770	MYY_RS02985	SPT_RS02765	HMPREF0837_RS03940	CXP32_RS02610
PNEUPAN001389000	SPD_RS02500	SPV_RS02495	EF3030_RS02480	SPH_RS03045	SP_RS02555	SP670_RS02960	HKM25_RS02550	SP70585_RS02840	T308_RS02520	A66_RS02400	SPAP_RS02580	EL334_RS02690	EL263_RS02675	SPN23F_RS02425	ODS73_RS02905	JN057_RS02650	SPCG_RS02585	SPG_RS02395	HMPREF1038_RS02720	EL271_RS02435	SPNHU15_RS02750	SPNHU17_RS02675	INV104_RS02555	SPNINV200_RS02455	SPJ_RS02465	MDRSPN_RS02400	AT689_RS11065	DQM66_RS02500	EL277_RS02650	SPNOXC_RS02620	SPP_RS02675	SPR_RS02355	BMJ42_RS03145	SPN032672_RS08800	SPN034156_RS08560	SPN034183_RS02635	SPN994038_RS02555	SPN994039_RS02555	SPNA45_RS08765	MYY_RS02990	SPT_RS02770	HMPREF0837_RS03945	CXP32_RS02615
PNEUPAN001390000	SPD_RS02505	SPV_RS02500	EF3030_RS02485	SPH_RS03050	SP_RS02560	SP670_RS02965	HKM25_RS02555	SP70585_RS02845	T308_RS02525	A66_RS02405	SPAP_RS02585	EL334_RS02695	EL263_RS02680	SPN23F_RS02430	ODS73_RS02910	JN057_RS02655	SPCG_RS02590	SPG_RS02400	HMPREF1038_RS02725	EL271_RS02440	SPNHU15_RS02755	SPNHU17_RS02680	INV104_RS02560	SPNINV200_RS02460	SPJ_RS02470	MDRSPN_RS02405	AT689_RS11060	DQM66_RS02505	EL277_RS02655	SPNOXC_RS02625	SPP_RS02680	SPR_RS02360	BMJ42_RS03150	SPN032672_RS08805	SPN034156_RS08565	SPN034183_RS02640	SPN994038_RS02560	SPN994039_RS02560	SPNA45_RS08760	MYY_RS02995	SPT_RS02775	HMPREF0837_RS03950	CXP32_RS02620
PNEUPAN001391000	SPD_RS02510	SPV_RS02505	EF3030_RS02490	SPH_RS03055	SP_RS02565	SP670_RS02970	HKM25_RS02560	SP70585_RS02850	T308_RS02530	A66_RS02410	SPAP_RS02590	EL334_RS02705	EL263_RS02685	SPN23F_RS02435	ODS73_RS02915	JN057_RS02660	SPCG_RS02595	SPG_RS02405	HMPREF1038_RS02730	EL271_RS02450	SPNHU15_RS02760	SPNHU17_RS02685	INV104_RS02565	SPNINV200_RS02465	SPJ_RS02475	MDRSPN_RS02410	AT689_RS11055	DQM66_RS02510	EL277_RS02665	SPNOXC_RS02630	SPP_RS02685	SPR_RS02365	BMJ42_RS03155	SPN032672_RS08810	SPN034156_RS08570	SPN034183_RS02645	SPN994038_RS02565	SPN994039_RS02565	SPNA45_RS08755	MYY_RS03000	SPT_RS02780	HMPREF0837_RS03955	CXP32_RS02630
